Animal ID,Herd,Frequency,Sex,Source,EntryDate,ENTRY_MONTH,ENTRY_BIOYR,DOB,AgeatEntry,DLS,DateLastSeen,AgeLastSeen,Dead,END_BIOYR,Mortality Date,MORT_BIOYR,Cause,CollarEnd,EndPopulation,EweGroup,Comments,ToothAge
10BC33,Big Canyon,151.43,M,R,2/8/2010,2,2009,5/15/2008,1.7,12/17/2014,17-Dec-14,6.6,2,2014,,,DC,,,,,No
10BC34,Big Canyon,150.50,M,R,2/8/2010,2,2009,5/15/2005,4.7,4/30/2014,30-Apr-14,9,2,2013,,,DC,,,,,No
10IM36,Imnaha,150.18,F,R,2/8/2010,2,2009,5/15/2001,8.7,9/4/2013,04-Sep-13,12.3,1,2013,04-Sep-13,2013,TR,,,,,Yes
10IM37,Imnaha,150.27,F,R,2/8/2010,2,2009,5/15/2005,4.7,5/18/2010,18-May-10,5,1,2010,18-May-10,2010,HU,,IM,,,No
10IM38,Imnaha,150.59,F,R,2/8/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10IM39,Imnaha,151.22,F,R,2/8/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10IM40,Imnaha,151.26,F,R,2/8/2010,2,2009,5/15/2005,4.7,8/9/2011,09-Aug-11,6.2,1,2011,09-Aug-11,2011,INJ,,,,,No
10IM41,Imnaha,151.04,M,R,2/8/2010,2,2009,5/15/2008,1.7,9/9/2012,09-Sep-12,4.3,1,2012,09-Sep-12,2012,HU,,,,,No
10IM42,Imnaha,151.52,M,R,2/8/2010,2,2009,5/15/2008,1.7,4/12/2015,16-Jul-15,7.2,0,2015,,,,,,,,No
10MU47,Muir,150.45,F,R,2/8/2010,2,2009,5/15/2007,2.7,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
10MU48,Muir,151.51,F,R,2/8/2010,2,2009,5/15/2005,4.7,9/19/2012,19-Sep-12,7.4,1,2012,19-Sep-12,2012,UNK,,,,,No
10MU49,Muir,151.49,F,R,2/8/2010,2,2009,5/15/2005,4.7,2/10/2010,10-Feb-10,4.7,1,2009,10-Feb-10,2009,HU,,MU,,Capture,No
10MU56,Muir,150.31,M,R,2/8/2010,2,2009,5/15/2007,2.7,3/8/2013,08-Mar-13,5.8,1,2012,13-Mar-13,2012,,,,,,Yes
10MU57,Muir,151.74,M,R,2/8/2010,2,2009,5/15/2004,5.7,4/11/2015,16-Jul-15,11.2,0,2015,,,,,,,,No
10MY26,Myers,151.86,F,R,2/9/2010,2,2009,5/15/2006,3.7,4/20/2013,20-Apr-13,6.9,1,2012,20-Apr-13,2012,INJ,,MY,,,Yes
10MY30,Myers,150.34,M,R,2/9/2010,2,2009,5/15/2008,1.7,1/4/2012,04-Jan-12,3.6,2,2011,,,DC,,MY,,Collar last heard 12/21/2011,No
10MY32,Myers,151.98,F,R,2/9/2010,2,2009,5/15/2005,4.7,4/24/2011,24-Apr-11,5.9,1,2010,24-Apr-11,2010,TR,,,,,Yes
10MY59,Myers,150.22,F,R,2/9/2010,2,2009,5/15/2006,3.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
10UI27,UHC-ID,151.13,F,R,2/9/2010,2,2009,5/15/1997,12.7,11/26/2010,26-Nov-10,13.5,1,2010,24-Nov-10,2010,INJ,,UHCID,,,Yes
10UI28,UHC-ID,150.84,F,R,2/9/2010,2,2009,5/15/2007,2.7,5/26/2011,26-May-11,4,1,2011,26-May-11,2011,UNK,,,,,Yes
10UI31,UHC-ID,150.53,M,R,2/9/2010,2,2009,5/15/2008,1.7,11/29/2010,29-Nov-10,2.5,1,2010,29-Nov-10,2010,INJ,,UHCID,,,No
10UI35,UHC-ID,151.46,M,R,2/9/2010,2,2009,5/15/2004,5.7,9/19/2013,19-Sep-13,9.4,1,2013,29-Sep-13,2013,UNK,,,,,No
10UO50,UHC-OR,150.57,F,R,2/9/2010,2,2009,5/15/2005,4.7,10/5/2014,05-Oct-14,9.4,1,2014,,,UNK,,,,,No
10UO51,UHC-OR,151.19,F,R,2/9/2010,2,2009,5/15/2005,4.7,10/5/2014,05-Oct-14,9.4,1,2014,,,UNK,,,,,No
10UO52,UHC-OR,151.90,M,R,2/9/2010,2,2009,5/15/2007,2.7,9/5/2012,05-Sep-12,5.3,1,2012,05-Sep-12,2012,UNK,,,,,No
10UO53,UHC-OR,150.49,M,R,2/9/2010,2,2009,5/14/2007,2.7,7/2/2010,02-Jul-10,3.1,1,2010,02-Jul-10,2010,UNK,,UHCOR,,,No
10MV25,Mountain View,151.58,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/11/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10MV26,Mountain View,151.61,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/11/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10MV27,Mountain View,151.41,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/11/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10MV29,Mountain View,151.45,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/11/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10MV36,Mountain View,150.94,M,R,2/10/2010,2,2009,5/15/2008,1.7,8/17/2011,17-Aug-11,3.3,2,2011,,,DRC,8/8/2011,,,,No
10MV58,Mountain View,151.23,M,R,2/10/2010,2,2009,5/15/2008,1.7,11/30/2012,30-Nov-12,4.5,2,2012,,,DRC,8/8/2011,,,,No
10WE10,Wenaha,151.36,F,R,2/10/2010,2,2009,5/15/2006,3.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
10WE11,Wenaha,151.37,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/29/2012,29-Apr-12,7,1,2011,29-Apr-12,2011,,,,,,Yes
10WE12,Wenaha,151.35,F,R,2/10/2010,2,2009,5/15/2005,4.7,6/18/2014,18-Jun-14,9.1,1,2014,18-Jun-14,2014,UNK,,,,,No
10WE13,Wenaha,151.27,F,R,2/10/2010,2,2009,5/15/2006,3.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
10WE14,Wenaha,150.77,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10WE15,Wenaha,150.48,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10WE16,Wenaha,150.37,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10WE18,Wenaha,151.88,F,R,2/10/2010,2,2009,5/15/2005,4.7,3/21/2013,21-Mar-13,7.9,2,2012,,,DC,,,,Dropped satellite collar,No
10WE19,Wenaha,151.48,M,R,2/10/2010,2,2009,5/15/2008,1.7,10/19/2012,19-Oct-12,4.4,2,2012,,,DC,,,,Collar last heard 11/19/12,No
10WE20,Wenaha,151.76,F,R,2/10/2010,2,2009,5/15/2005,4.7,6/5/2013,05-Jun-13,8.1,2,2013,,,DC,,,,Dropped satellite collar,No
10WE21,Wenaha,151.88,M,R,2/10/2010,2,2009,5/15/2005,4.7,10/21/2013,21-Oct-13,8.4,2,2013,,,DC,,,,Collar last heard 10/21/13,No
10WE22,Wenaha,151.94,M,R,2/10/2010,2,2009,5/15/2006,3.7,3/16/2014,16-Mar-14,7.8,2,2013,,,DC,,,,,No
10WE23,Wenaha,151.90,M,R,2/10/2010,2,2009,5/15/2008,1.7,4/13/2010,13-Apr-10,1.9,1,2009,13-Apr-10,2009,UNK,,WE,,,No
10WE24,Wenaha,151.96,M,R,2/10/2010,2,2009,5/15/2005,4.7,3/21/2013,21-Mar-13,7.9,2,2012,,,DC,,,,Collar last heard 11/15/2012,No
10WE28,Wenaha,151.29,F,R,2/10/2010,2,2009,5/15/2005,4.7,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10IM43,Imnaha,151.46,M,R,2/12/2010,2,2009,5/15/2005,4.8,9/16/2011,16-Sep-11,6.3,1,2011,16-Sep-11,2011,HU,,,,Harvest,No
10IM44,Imnaha,151.32,F,R,2/12/2010,2,2009,5/15/2008,1.7,4/12/2015,16-Jul-15,7.2,0,2015,,,,,,,,No
10IM45,Imnaha,151.80,F,R,2/12/2010,2,2009,5/15/2005,4.8,4/12/2015,16-Jul-15,10.2,0,2015,,,,,,,,No
10IM55,Imnaha,151.38,M,R,2/12/2010,2,2009,5/15/2006,3.8,9/15/2011,15-Sep-11,5.3,1,2011,15-Sep-11,2011,HU,,,,Harvest,No
10IM17,Imnaha,150.25,F,R,2/13/2010,2,2009,5/15/2008,1.8,4/5/2013,05-Apr-13,4.9,1,2012,08-Apr-13,2012,INJ,,,,,No
10IM33,Imnaha,151.60,M,R,2/13/2010,2,2009,5/15/2006,3.8,11/13/2013,13-Nov-13,7.5,2,2013,,,DC,,,,Collar last heard 11/13/2013,No
10IM46,Imnaha,151.55,F,R,2/13/2010,2,2009,5/15/2005,4.8,5/11/2012,11-May-12,7,1,2012,11-May-12,2012,PR,,,,,Yes
10LO23,Lostine,150.27,M,R,3/15/2010,3,2009,5/15/2006,3.8,1/13/2013,13-Jan-13,6.7,1,2012,13-Jan-13,2012,UNK,,,,,No
10LO33,Lostine,151.49,F,R,3/15/2010,3,2009,5/15/2006,3.8,4/12/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
11LO37,Lostine,151.93,M,R,2/2/2011,2,2010,5/15/2009,1.7,4/12/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
11LO40,Lostine,150.56,F,R,2/2/2011,2,2010,5/15/2006,4.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
11LO44,Lostine,151.30,F,R,2/2/2011,2,2010,5/15/2006,4.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
11AS06,Asotin,151.90,M,R,2/5/2011,2,2010,5/15/2009,1.7,11/26/2014,26-Nov-14,5.5,1,2014,16-Nov-14,2014,HU,,,,,No
11AS07,Asotin,150.01,F,R,2/5/2011,2,2010,5/15/2006,4.7,2/26/2014,26-Feb-14,7.8,1,2013,26-Feb-14,2013,HU,2/26/2014,,,Euthanized after capture injury,No
11AS08,Asotin,150.07,F,R,2/5/2011,2,2010,5/15/2006,4.7,2/10/2012,10-Feb-12,5.7,1,2011,10-Feb-12,2011,PR,,,,,No
11AS09,Asotin,150.15,F,R,2/5/2011,2,2010,5/15/2007,3.7,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11AS10,Asotin,151.60,F,R,2/5/2011,2,2010,5/15/2009,1.7,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
11AS11,Asotin,150.65,F,R,2/5/2011,2,2010,5/15/2007,3.7,2/19/2015,19-Feb-15,7.8,1,2014,19-Feb-15,2014,PPR,,,,,No
11AS12,Asotin,150.32,F,R,2/5/2011,2,2010,5/15/2006,4.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,,No
11AS13,Asotin,150.26,F,R,2/5/2011,2,2010,5/15/2006,4.7,2/26/2014,26-Feb-14,7.8,2,2013,,,Transferred to SDSU,,,,,No
11AS14,Asotin,149.85,F,R,2/5/2011,2,2010,5/15/2006,4.7,4/11/2015,16-Jul-15,9.2,0,2015,,,,,,,Collar 150.509 replaced with 149.849 10/5/12,No
11LH11,LowerHellsCanyon,150.50,M,R,11/28/2011,11,2011,5/15/2007,4.5,4/22/2012,22-Apr-12,4.9,1,2011,22-Apr-12,2011,INJ,,,,,Yes
11LH12,LowerHellsCanyon,150.92,M,R,11/28/2011,11,2011,5/15/2005,6.5,11/8/2012,08-Nov-12,7.5,1,2012,10-Nov-12,2012,INJ,,,,,No
11LH13,LowerHellsCanyon,150.13,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/12/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11RB01,Redbird,151.51,M,R,11/28/2011,11,2011,5/15/2010,1.5,4/12/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
11RB02,Redbird,151.12,M,R,11/28/2011,11,2011,5/15/2007,4.5,9/12/2012,12-Sep-12,5.3,1,2012,12-Sep-12,2012,UNK,,,,,No
11RB06,Redbird,151.45,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11RB07,Redbird,151.49,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11RB08,Redbird,151.30,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11RB09,Redbird,151.93,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11RB10,Redbird,151.97,F,R,11/28/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11BB22,Black Butte,151.54,M,R,11/29/2011,11,2011,5/15/2006,5.5,12/25/2011,25-Dec-11,5.6,1,2011,25-Dec-11,2011,,,,NA,,No
11BB24,Black Butte,151.61,M,R,11/29/2011,11,2011,5/15/2007,4.5,11/16/2013,16-Nov-13,6.5,1,2013,16-Nov-13,2013,HU,,,NA,,No
11BB25,Black Butte,151.76,M,R,11/29/2011,11,2011,5/15/2005,6.5,2/5/2014,05-Feb-14,8.7,1,2013,22-Feb-14,2013,UNK,,,NA,,No
11BB35,Black Butte,151.66,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,Shumaker,,No
11BB45,Black Butte,151.91,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,Shumaker,,No
11BB48,Black Butte,150.63,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,Shumaker,,No
11BB50,Black Butte,151.95,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,Shumaker,,No
11LH14,LowerHellsCanyon,150.27,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11LH15,LowerHellsCanyon,150.36,F,R,11/29/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11LH16,LowerHellsCanyon,150.51,F,R,11/29/2011,11,2011,5/15/2010,1.5,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
11LH17,LowerHellsCanyon,151.08,F,R,11/29/2011,11,2011,5/15/2007,4.5,8/22/2012,22-Aug-12,5.3,1,2012,22-Aug-12,2012,INJ,,,,died at the time of Cache Cr. burn,Yes
11LH18,LowerHellsCanyon,151.09,F,R,11/29/2011,11,2011,5/15/2009,2.5,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
11LH20,LowerHellsCanyon,151.81,F,R,11/29/2011,11,2011,5/15/2008,3.5,8/10/2012,10-Aug-12,4.2,1,2012,10-Aug-12,2012,,,,,,No
11LK26,DowneySaddle,150.14,F,T,11/30/2011,11,2011,5/15/2007,4.5,2/14/2012,14-Feb-12,4.8,1,2011,13-Feb-12,2011,PN,,,,,No
11LK27,DowneySaddle,150.28,F,T,11/30/2011,11,2011,5/15/2008,3.5,10/1/2014,01-Oct-14,6.4,2,2014,,,DC,,,,Collar died   6/2013,No
11LK28,DowneySaddle,150.44,M,T,11/30/2011,11,2011,5/15/2010,1.5,2/14/2012,14-Feb-12,1.8,1,2011,15-Feb-12,2011,PN,,,,,No
11LK29,DowneySaddle,150.86,M,T,11/30/2011,11,2011,5/15/2010,1.5,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
11LK30,DowneySaddle,150.95,F,T,11/30/2011,11,2011,5/15/2007,4.5,2/12/2012,12-Feb-12,4.8,1,2011,10-Feb-12,2011,PN,,,,,No
11LK31,DowneySaddle,150.99,F,T,11/30/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11LK32,DowneySaddle,151.02,F,T,11/30/2011,11,2011,5/15/2007,4.5,4/11/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
11LK33,DowneySaddle,149.80,F,T,11/30/2011,11,2011,5/15/2007,4.5,11/11/2012,11-Nov-12,5.5,1,2012,11-Nov-12,2012,UNK,,,,,Yes
11LK34,DowneySaddle,149.82,F,T,11/30/2011,11,2011,5/15/2007,4.5,10/10/2012,10-Oct-12,5.4,1,2012,10-Oct-12,2012,UNK,,,,,No
11LK35,DowneySaddle,149.85,F,T,11/30/2011,11,2011,5/15/2009,2.5,5/6/2012,06-May-12,3,1,2012,06-May-12,2012,UNK,,,,,Yes
11LK36,DowneySaddle,151.89,F,T,11/30/2011,11,2011,5/15/2008,3.5,10/8/2014,08-Oct-14,6.4,2,2014,,,HU,,,,transferred to SDSU,No
11LK37,DowneySaddle,151.99,F,T,11/30/2011,11,2011,5/15/2007,4.5,4/12/2015,16-Jul-15,8.2,0,2015,,,,,,,,No
12AS03,Asotin,151.39,F,R,10/4/2012,10,2012,5/15/2008,4.4,4/11/2015,16-Jul-15,7.2,0,2015,,,,,,,Collar 151.983 replaced with 151.389 2/26/14,No
12AS16,Asotin,151.39,F,R,10/4/2012,10,2012,5/15/2008,4.4,2/26/2014,26-Feb-14,5.8,2,2013,,,Transferred to SDSU,,,,,No
12AS19,Asotin,151.44,M,R,10/4/2012,10,2012,5/15/2009,3.4,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
12AS20,Asotin,151.12,M,R,10/4/2012,10,2012,5/15/2009,3.4,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
12AS21,Asotin,151.48,M,R,10/4/2012,10,2012,5/15/2008,4.4,4/11/2015,16-Jul-15,7.2,0,2015,,,,,,,,No
12AS22,Asotin,150.08,M,R,10/4/2012,10,2012,5/15/2010,2.4,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,Originally 151.974,No
12AS23,Asotin,151.88,M,R,10/4/2012,10,2012,5/15/2009,3.4,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
12AS24,Asotin,151.06,M,R,10/4/2012,10,2012,5/15/2008,4.4,12/3/2013,03-Dec-13,5.6,1,2013,01-Dec-13,2013,HU,,,,,No
12AS34,Asotin,151.92,M,R,10/4/2012,10,2012,5/15/2008,4.4,9/27/2014,27-Sep-14,6.4,1,2014,27-Sep-14,2014,HU,,,,hunter harvest,No
12LO46,Lostine,150.66,F,R,12/13/2012,12,2012,5/15/2008,4.6,4/12/2015,16-Jul-15,7.2,0,2015,,,,,,,Non-functional collar 150.660 removed and replaced with 151.440 1/27/2014.,No
12LO52,Lostine,150.85,M,R,12/13/2012,12,2012,5/15/2011,1.6,9/17/2014,17-Sep-14,3.3,1,2014,17-Sep-14,2014,HU,,,,Hunter harvest,No
12LO56,Lostine,149.80,F,R,12/13/2012,12,2012,5/15/2008,4.6,2/26/2014,26-Feb-14,5.8,2,2013,,,Transferred to SDSU,,,,,No
12LO27,Lostine,,M,R,12/31/2012,12,2012,5/15/2012,0.6,4/12/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
12LO38,Lostine,,F,R,12/31/2012,12,2012,5/15/2008,4.6,4/12/2015,16-Jul-15,7.2,0,2015,,,,,,,,No
12LO75,Lostine,151.88,F,R,12/31/2012,12,2012,5/15/2008,4.6,4/12/2015,16-Jul-15,7.2,0,2015,,,,,,,,No
12LO76,Lostine,,M,R,12/31/2012,12,2012,5/15/2012,0.6,7/2/2013,02-Jul-13,1.1,2,2013,,,DC,,LO,,No collar,No
13LO78,Lostine,,M,R,1/31/2013,1,2012,5/15/2011,1.7,4/12/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
13LO79,Lostine,,M,R,1/31/2013,1,2012,5/15/2012,0.7,4/12/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
13LO80,Lostine,,M,R,2/19/2013,2,2012,5/15/2011,1.8,4/12/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
13LO82,Lostine,,F,R,3/26/2013,3,2012,5/15/2011,1.9,4/12/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
15BB35,Black Butte,,M,R,6/18/2015,6,2015,5/15/2014,1.1,6/18/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
13LO00,Lostine,,F,R,11/21/2013,11,2013,5/15/2013,0.5,4/30/2014,30-Apr-14,1,2,2013,,,DC,,,,No Collar,No
13LO01,Lostine,151.88,F,R,11/21/2013,11,2013,5/15/2009,4.5,4/12/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
13AS05,Asotin,150.36,F,R,11/29/2013,11,2013,5/15/2009,4.5,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
13LO84,Lostine,,M,R,12/4/2013,12,2013,5/15/2013,0.6,4/12/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
13LO02,Lostine,,F,R,12/11/2013,12,2013,5/15/2009,4.6,4/12/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
13LO04,Lostine,151.63,F,R,12/11/2013,12,2013,5/15/2013,0.6,4/12/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
13AS19,Asotin,151.81,F,R,12/19/2013,12,2013,5/15/2009,4.6,2/26/2014,26-Feb-14,4.8,2,2013,,,HU,,,,Transferred to SDSU,No
13LO11,Lostine,,F,R,12/19/2013,12,2013,5/15/2013,0.6,4/12/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
13AS04,Asotin,151.85,F,R,12/30/2013,12,2013,5/15/2009,4.6,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14LO91,Lostine,,F,R,2/4/2014,2,2013,5/15/2010,3.7,4/12/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14AS01,Asotin,150.02,F,R,2/25/2014,2,2013,5/15/2011,2.8,4/11/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
14AS08,Asotin,150.18,F,R,2/25/2014,2,2013,5/15/2009,4.8,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14AS16,Asotin,150.07,M,R,2/25/2014,2,2013,5/15/2012,1.8,8/27/2014,27-Aug-14,2.3,1,2014,27-Aug-14,2014,UNK,,,,,Yes
14AS22,Asotin,151.36,F,R,2/25/2014,2,2013,5/15/2009,4.8,1/14/2015,14-Jan-15,5.7,2,2014,,,Transferred to SDSU,,,,,No
14AS25,Asotin,151.22,F,R,2/25/2014,2,2013,5/15/2009,4.8,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14AS43,Asotin,150.19,F,R,2/25/2014,2,2013,5/15/2009,4.8,3/2/2015,02-Mar-15,5.8,1,2014,02-Mar-15,2014,PR,,,,,No
14AS44,Asotin,151.21,F,R,2/25/2014,2,2013,5/15/2009,4.8,3/15/2015,15-Mar-15,5.8,1,2014,13-Mar-15,2014,PR,,,,,No
14AS47,Asotin,151.23,F,R,2/25/2014,2,2013,5/15/2009,4.8,5/20/2014,20-May-14,5,1,2014,20-May-14,2014,INJ,,,,,Yes
14BB02,Black Butte,150.97,F,R,2/27/2014,2,2013,5/15/2009,4.8,8/3/2014,03-Aug-14,5.2,1,2014,03-Aug-14,2014,PN,,,HellerBar,,No
14BB03,Black Butte,150.82,F,R,2/27/2014,2,2013,5/15/2009,4.8,10/8/2014,08-Oct-14,5.4,2,2014,,,Transferred to SDSU,,,HellerBar,,No
14BB04,Black Butte,151.44,F,R,2/27/2014,2,2013,5/15/2009,4.8,7/27/2014,27-Jul-14,5.2,1,2014,27-Jul-14,2014,PN,,,HellerBar,,No
14BB05,Black Butte,151.48,F,R,2/27/2014,2,2013,5/15/2005,8.8,5/16/2014,16-May-14,9,1,2014,16-May-14,2014,INJ,,,HellerBar,,Yes
14BB07,Black Butte,151.29,F,R,2/27/2014,2,2013,5/15/2009,4.8,10/8/2014,08-Oct-14,5.4,2,2014,,,Transferred to SDSU,,,HellerBar,,No
14BB09,Black Butte,150.41,F,R,2/27/2014,2,2013,5/15/2009,4.8,6/26/2014,26-Jun-14,5.1,1,2014,26-Jun-14,2014,PN,,,,Moved to SDSU,No
14BB17,Black Butte,151.28,F,R,2/27/2014,2,2013,5/15/2009,4.8,10/8/2014,08-Oct-14,5.4,2,2014,,,Transferred to SDSU,,,HellerBar,,No
14LO81,Lostine,150.26,F,R,3/12/2014,3,2013,5/15/2011,2.8,4/12/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
14LO83,Lostine,151.37,F,R,3/12/2014,3,2013,5/15/2011,2.8,4/12/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
14BB53,Black Butte,151.23,F,R,7/3/2014,7,2014,5/15/2009,5.1,10/8/2014,08-Oct-14,5.4,2,2014,,,HU,,SDSU,HellerBar,Moved toSDSU,No
14BB22,Black Butte,,F,R,10/8/2014,10,2014,5/15/2008,6.4,1/14/2015,14-Jan-15,6.7,2,2014,,,HU,,SDSU,,moved to captivity SDSU,No
14LO05,Lostine,,F,R,10/17/2014,10,2014,5/15/2010,4.4,4/12/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14LO28,Lostine,,F,R,10/17/2014,10,2014,5/15/2014,0.4,4/12/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
14LO31,Lostine,,F,R,10/17/2014,10,2014,5/15/2014,0.4,4/12/2015,16-Jul-15,1.2,0,2015,,,,,,,,No
14LO36,Lostine,,F,R,10/17/2014,10,2014,5/15/2010,4.4,4/12/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14AS49,Asotin,151.25,F,R,10/22/2014,10,2014,5/15/2010,4.4,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14AS48,Asotin,151.81,F,R,10/24/2014,10,2014,5/15/2010,4.4,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14AS52,Asotin,151.86,F,R,10/28/2014,10,2014,5/15/2008,6.5,4/6/2015,06-Apr-15,6.9,1,2014,06-Apr-15,2014,PR,,,,,No
14AS58,Asotin,150.44,F,R,11/18/2014,11,2014,5/15/2012,2.5,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
14AS50,Asotin,151.36,F,R,12/2/2014,12,2014,5/15/2010,4.6,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14AS19,Asotin,151.92,F,R,12/4/2014,12,2014,5/15/2013,1.6,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14IM05,Imnaha,151.83,M,R,12/7/2014,12,2014,5/15/2009,5.6,1/12/2015,12-Jan-15,5.7,1,2014,12-Jan-15,2014,UNK,,,,,No
14IM07,Imnaha,151.90,F,R,12/7/2014,12,2014,5/15/2012,2.6,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
14IM18,Imnaha,151.50,F,R,12/7/2014,12,2014,5/15/2010,4.6,4/11/2015,16-Jul-15,5.2,0,2015,,,,,,,,No
14IM19,Imnaha,149.80,F,R,12/7/2014,12,2014,5/15/2013,1.6,4/11/2015,16-Jul-15,2.2,0,2015,,,,,,,,No
14IM22,Imnaha,151.77,F,R,12/7/2014,12,2014,5/15/2009,5.6,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14IM32,Imnaha,151.48,F,R,12/7/2014,12,2014,5/15/2011,3.6,4/11/2015,16-Jul-15,4.2,0,2015,,,,,,,,No
14IM35,Imnaha,151.60,M,R,12/7/2014,12,2014,5/15/2009,5.6,4/11/2015,16-Jul-15,6.2,0,2015,,,,,,,,No
14IM40,Imnaha,151.53,F,R,12/7/2014,12,2014,5/15/2012,2.6,4/11/2015,16-Jul-15,3.2,0,2015,,,,,,,,No
